"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","129","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","122","","","","","","Test GET Call",""
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","40","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","28","","","","","","Test DELETE Call",""
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","139","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Sat Jun 28 21:03:17 GMT 2025","Sat Jun 28 21:03:17 GMT 2025","94","","","","","","Test POST Call [post_payload_2.json]",""
