"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","81","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","41","","","","","","Test DELETE Call",""
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","78","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","54","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","34","","","","","","Test GET Call",""
"passed","Fri Jun 27 21:03:33 GMT 2025","Fri Jun 27 21:03:33 GMT 2025","40","","","","","","Test UPDATE call [put_payload_2.json]",""
