"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 21 21:04:02 GMT 2025","Sun Sep 21 21:04:02 GMT 2025","142","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Sun Sep 21 21:04:03 GMT 2025","Sun Sep 21 21:04:03 GMT 2025","75","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Sun Sep 21 21:04:02 GMT 2025","Sun Sep 21 21:04:03 GMT 2025","203","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Sun Sep 21 21:04:02 GMT 2025","Sun Sep 21 21:04:02 GMT 2025","105","","","","","","Test GET Call",""
"passed","Sun Sep 21 21:04:02 GMT 2025","Sun Sep 21 21:04:03 GMT 2025","39","","","","","","Test DELETE Call",""
"passed","Sun Sep 21 21:04:02 GMT 2025","Sun Sep 21 21:04:02 GMT 2025","144","","","","","","Test POST Call [post_payload_1.json]",""
