"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","205","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","339","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","114","","","","","","Test DELETE Call",""
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","64","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","95","","","","","","Test GET Call",""
"passed","Sun Aug 31 21:03:44 GMT 2025","Sun Aug 31 21:03:44 GMT 2025","212","","","","","","Test POST Call [post_payload_1.json]",""
