"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","292","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","80","","","","","","Test GET Call",""
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","148","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","254","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","144","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Sat Sep 06 21:03:56 GMT 2025","Sat Sep 06 21:03:56 GMT 2025","105","","","","","","Test DELETE Call",""
