"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","90","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","73","","","","","","Test GET Call",""
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","24","","","","","","Test DELETE Call",""
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","37","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","118","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Wed Jun 25 21:03:40 GMT 2025","Wed Jun 25 21:03:40 GMT 2025","108","","","","","","Test POST Call [post_payload_2.json]",""
