"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 26 21:03:42 GMT 2025","Tue Aug 26 21:03:43 GMT 2025","34","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Tue Aug 26 21:03:37 GMT 2025","Tue Aug 26 21:03:42 GMT 2025","5190","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Tue Aug 26 21:03:37 GMT 2025","Tue Aug 26 21:03:43 GMT 2025","5436","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Tue Aug 26 21:03:37 GMT 2025","Tue Aug 26 21:03:42 GMT 2025","5143","","","","","","Test GET Call",""
"passed","Tue Aug 26 21:03:37 GMT 2025","Tue Aug 26 21:03:42 GMT 2025","5172","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Tue Aug 26 21:03:43 GMT 2025","Tue Aug 26 21:03:43 GMT 2025","178","","","","","","Test DELETE Call",""
