"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","35","","","","","","Test DELETE Call",""
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","26","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","63","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","41","","","","","","Test GET Call",""
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","57","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Wed Sep 24 21:03:57 GMT 2025","Wed Sep 24 21:03:57 GMT 2025","53","","","","","","Test POST Call [post_payload_1.json]",""
